Name,Time,Salon Name,CID,Phone,Owner,Note,Status,Date
Đạt Trương,09:19:01.354000,SKY NAIL LOUNGE & SPA,11613,3344326248,Ms,"Holidays hour :
MONDAY 12/22  : 9:30-7:30
12/25-12/26 : CLOSED 
MONDAY 12/28 :  9:30-7:30
=> Khách nhờ soạn lại sms nội dung trên. Nhờ chị Dung soạn lại giúp she ạ",Done,2024-12-16
Phượng Hồ,09:19:15.246000,S.A NAIL SPA,10132,2108109037,Ms Hạnh,"KH nhờ gửi info login 3 tiệm về mail: Hanhle123456789@yahoo.com
- Username: SANAIL78227
- Password: Abcd123$
- Client ID: 10132
- Verify Code: 43910
--------------------------------------------------------------------------
- Username: VENETO29827
- Password: Abcd123$
- Client ID: 06762
- Verify Code: 88635
------------------------------------------------------------------------------
- Username: SIENANAILS65207
- Password: Abcd123$
- Client ID: 10654
- Verify Code: 36629
=> Nhờ chị D gửi giúp tiệm""",Done,2024-12-16
Đạt Trương,09:34:44.973000,SKY NAIL LOUNGE & SPA,11613,3344326248,Ms,"Happy Holidays !
Holiday Hours:
Open MONDAY 12/22 & 12/28 (09:30Am–07:30Pm)
Closed 12/25–12/26
SKY NAIL LOUNGE & SPA 
T: 770-612-8118
=> Gửi khách khách confirmed send all cust (Total 2,554). Nhờ 2 chị gửi ra giúp tiệm",Done,2024-12-16
Chiến Phạm,09:35:31.636000,ELAN NAIL BAR	,GA_11796,6784461959,Mr.Việt,"MC báo income staff trên pos đúng nhưng app trên phone bị sai nhờ team check giúp tiệm gấp
=> Em đã nhờ HE in lương trong Process Cycle, hiện tại lương của thợ trong Report-Tech Pay/out và trên LLDSalon bị sai. Nhờ 2 chị chuyển kĩ sư check lại giúp tiệm",Support,2024-12-16
Đạt Trương,09:36:03.265000,THE NAIL ROOM,TX_11000,4698825055,Ms,HD she login lại app,Done,2024-12-16
Tuyết Anh,09:38:04.654000,TERRELL NAILS BAR,07365,9722107111,Mr,"TERRELL NAILS BAR
Gift Card Special! 
$50 get $55
$100 get $110
$150 get $170
Ends 12/24/25
@504 American Way, Terrell TX
9722107111
=> He đã confirmed nội dung. Nhờ 2 chị hỗ trợ sent ra cust từ 08/01/2024 đến 12/16/2025 giúp tiệm ạ. (10.175) ",Done,2024-12-16
Phượng Hồ,09:41:50.725000,SWEET MOMENT NAILS & LASHES,08076,2109969018,Mr. Vĩ,c/c số MAC để KH đổi tt owner,Done,2024-12-16
Đạt Trương,09:48:20.562000,NAIL STYLES,TN_05959,6789866654,Ms,"Ticket 2502-007-937 (VS 7996, $40) ngày 12/08 Appcode:07049D Missed tip $5
=> Dạ she chưa lên tiệm hẹn 2 tiếng nữa, em fl tiệm ạ",Done,2024-12-16
Tuấn Võ,09:59:20.081000,MILA NAIL BAR,08803,7708645612,Ms,"Cần confirm #2591032948 ngày 12/15/25, bankcard approved $128, VS 8125 nhưng report ticket show other $8
KH nói sẽ confirm với thợ và gọi lại sau
-> chị Phượng đã hỗ trợ tiệm",Done,2024-12-16
Liên Chi,10:05:39.291000,LUCKY NAILS 22913,05381,(978)686-7665,Ms,"LUCKY NAILS 22913	05381	(978)686-7665	Ms	LUCKY NAILS 22913 ClientID = MA_05381                        Cần add #2501002830 ($180, MC 7825) ngày 12/15/25 
--> she confirm add $180 tiền ser cho Sindy 
Dạ em done tiệm ạ",Done,2024-12-16
Hương Giang,09:51:40.861000,Allure Nails Spa,OK_05204,405-301-6674,,"Cần confirm #2501-008-864 ngày 12/15/25, bankcard ghi nhận $52, VS 3783 nhưng report ticket show other
> gọi voice mail ",No answer,2024-12-16
Anh Thư,09:52:56.403000,DIAMOND NAIL SPA ,07718 ,9313776618,Ms Ly,tải lại main app,Done,2024-12-16
Tuyết Anh,09:53:51.250000,4T NAIL BAR KENNESAW ,09312,7703718688,Mr,"He báo tiền về bank ngày 12/10/25 bị thiếu $60. Total deposit $3548, nhưng tiền về bank chỉ $3488. Tiệm TMDSPOTON, nhờ anh Sang check giúp tiệm ạ.  ",Support,2024-12-16
Phương Anh,09:58:44.227000,SPA PRO NAILS,11552,5125843592,Mr,"Tiệm nhờ check lương của thợ Tammy do vào in lương không thấy lương thợ, submit lại thợ thì đã thấy show trong tech payout",Done,2024-12-16
Đạt Trương,09:58:44.227000,	NAILS 1ST,10774,2407272557,Ms,"She thắc mắc về tiền bị trừ bên bank, c.c số spoton nhờ she gọi sang để được hỗ trợ",Done,2024-12-16
Phượng Hồ,09:58:44.227000,MILA NAIL BAR,08803,7708645612,Ms,add #948 AMBER $128,Done,2024-12-16
Tiến Dương,10:01:00.373000,NAIL ENVY	,11756,6783335497,Ms,"HD in cycleend process
----- 
Ngày 12/15 Ticket 2502-000-161 Total $72 (MC-6255, trans id: 2, Appcode: 01597Q) lấy thêm $25 tip 
=> Request she call agent để dc hỗ trợ ",Done,2024-12-16
Hương Giang,10:04:17.444000,MODERN NAIL BAR,07985,4044296361,Ms. Nancy,block all day thợ April thứ 6 12/19,Done,2024-12-16
Tuấn Võ,10:09:49.375000,LA BELLE BUCKHEAD,10033,Dkiwi Det Nguyen,Ms,HD khách dùng GC mua product sale,Done,2024-12-16
Phương Anh,10:11:11.225000,ELAN NAIL BAR,11796,6784461959,Mr.Việt,"Tiệm báo in lương bị sai, đã báo với tiệm thông tin sẽ được chuyển cho kĩ sư, nhờ tiệm take time",Done,2024-12-16
Hương Giang,10:12:21.483000,LOVELY NAIL SALON & SPA,10709,2672378369,Ms,"Adđ thợ Danny comm 60% check + tip 100%
>swap #953 từ Tri qua Danny & deactivate TRI",Done,2024-12-16
Tuấn Võ,10:13:09.074000,PALAZZIO NAIL LOUNGE RIVER OAKS,11436,2542944530,Ms,"KH nhờ sửa giờ clock out  ngày 12/15của thợ Tran (2013): 8:50PM 
-> nhờ 2 chị hỗ trợ ạ",Support,2024-12-16
Đạt Trương,10:14:55.642000,PALAZZIO NAIL LOUNGE RIVER OAKS,11436,8325302013,Ms,Gửi v code thợ cloe,Done,2024-12-16
Phương Anh,10:18:25.654000,BB NAILS & SPA,08609,8136487874,Ms,"Tiệm báo mở app không được, đã install lại app cho tiệm",Done,2024-12-16
Phượng Hồ,10:15:22.102000,MODERN NAIL BAR,07985,4044296361,Ms. Nancy,"Ngày 12/06  #2501-302-7534 $88.50 VS 1342. Cần RF 1 lần $88.50
> KH báo income thợ bị sai, check do thẻ VS 1342 approved 2 lần trùng ticket nên khi RF trên ticket đó thì income thợ ngày 12/08 (ngày làm rf) bị thiếu. Đã delete ticket RF ngày 12/08 để trả lại income thợ đúng ",Done,2024-12-16
Sanh Lưu,10:17:35.812000,IRIS NAIL BAR,11325,4692354285,Mr Khôi,"IRIS NAIL BAR PRINCETON Year-End Promo!
Buy $300+, get 40% bonus gift cards.
Dividable among loved ones
Call 469-256-4166 for details.
=> He confirm sms trên, nhờ mai sáng 10:00am gửi ra cho all cust, không cần confirm lại do mai he không có time để nghe máy
=> Nhờ 2 chị send out cho all cust ạ ",Support,2024-12-16
Hương Giang,10:19:52.839000,"CHIC NAILS	AL_07872
SMARTER NAILS & SPA	AL_11171",,706-409-3444,Ms Thanh,"khuyến mãi giáng sinh
mua giftcard đc 10% bonus 
làm serv thì được tặng quà giáng sinh
12/31/25
> nhờ các chị soạn sms cho 2 tiệm giúp KH ",Done,2024-12-16
Chiến Phạm,10:20:37.750000,C J NAILS,05344,4049344361,Ms,"Máy 2 màn hình in receiept không được, máy đang ver 2.1.8 test mạng bình thường chekc đúng printer ip và port => Em đã nhờ chị Dung roll back ver đã work lại bình thường",Done,2024-12-16
Anh Thư,10:23:25.033000,MODERN NAILS,11412,5058080883,Ms,"she nhờ check 12/12 có charge over của khách $120 ko, check trong bankcard và settlement đều ko dư trans nào, đã nhờ she call iso check giúp",Done,2024-12-16
Sanh Lưu,10:23:12.217000,MD NAIL SPA,09738,7148235903,Ms Hana Dinh,"-Holiday Special, Spending $60 get $5 Off, Exp 01/01/2026
-She cần fill $100 5000sms, Info thẻ 4339-9314-8201-0410 Exp 09/29
=> nhờ 2 chị soạn sms và gửi billing fill giúp tiệm ạ ",Support,2024-12-16
Tuyết Anh,10:24:20.445000,PURELUX NAILS & SPA,11840,5152762778,SIMON BACCAM,"""TRAINING
1ST Merchant
PURELUX NAILS & SPA
11840
SIMON BACCAM
5152762778""
FT 515-508-9891 
=> She báo she chưa nhận máy. Khi nào nhận được she báo. Em đã sent imess qua cho she, em follow ạ. 
=> She báo nhận được máy rồi. Call lại FT support she. She báo she đang bận rồi hangup, lát she call lại sau. ",,2024-12-16
Tiến Dương,10:27:46.486000,NAILS OF NEW YORK,05545,8327783999,Ms JASMINE,swap tech ticket 2504-004-852 từ Linda1 => Tracy,Done,2024-12-16
Hương Giang,10:30:00.164000,FIRST LADY NAILS,,502-407-1493,Ms Nga,"tiệm nhận được A920 S/N: 1850071279 của thợ mới tên Kenia De La Caridad Valdes Avila, nhờ chị Loan check chưa có acct nên báo khách take time > KH OK ",Done,2024-12-16
Đạt Trương,10:32:10.102000,JUJI NAIL LOUNGE,GA_10019,4787184402,Mr,"He muốn hỏi về fee, c.c 1St nhờ he gọi sang giúp",Done,2024-12-16
Tuấn Võ,10:32:46.776000,MILANO NAIL SPA WEST U,08631,8327544650,Ms,"Gọi để confirm ticket missing $75 ngày 12/11 nhưng bạn receptionist nói không cần nữa, tại vì phải check trước ngày 12/15 để chốt lương thợ. nhưng mà tìm không ra nên tiệm trả lương cho thợ luôn rồi ạ",Done,2024-12-16
Chiến Phạm,10:33:18.872000,LUSH NAIL BAR,11072,7063610093,Mr,He nhờ fix lại Comn rate thợ WIlliam từ 60% thành 65% từ 12/01,Done,2024-12-16
Liên Chi,10:38:24.058000,SANTORINI NAIL LOUNGE,10593,7706272446,Ms,"12/16
#385 
Swap $60 cho Susan
Clockin thợ Susan ",Done,2024-12-16
Đạt Trương,10:38:24.058000,INFINITY NAILS & SPA,OK_09758,918-298-4521,Mr,Gửi v code thợ carol và gaby,Done,2024-12-16
Hương Giang,10:39:00.907000,"CHIC NAILS	AL_07872
SMARTER NAILS & SPA	AL_11171",,706-409-3444,Ms Thanh,"CHIC NAILS: Christmas Specials!
Buy GC & get 10% bonus
Enjoy a holiday gift with any service
Hurry! Ends 12/31/25
Call: 205-491-5554
---------------
SMARTER NAILS & SPA: Merry Xmas!
Buy GC & get 10% bonus
A holiday gift awaits with any service
Hurry! Ends 12/31/25
Call: 205-988-5688
> gửi KH confirmed, nhờ các chị gửi giúp KH cho 2 tiệm",Done,2024-12-16
Tuyết Anh,10:39:04.016000,ARIA NAIL BAR,08386,4699093001,Mr,He lỡ charge GC sale $200 (bonus $10). He muốn tách ra thành 2 GC mỗi GC $105. Đã Hd he tách GC,Done,2024-12-16
Tiến Dương,10:41:58.470000,RADIANT NAILS,11771,"9366392887
FT: 337-280-2545",Mr.Eng,"RADIANT NAILS TX/ Client ID: 11771. Em thấy tiệm này ngày 11/24 có 1 transaction $100.30 em thấy approved và đã close batch rồi nhưng lại không thấy deposit. bên phía em thì không thấy batch của ngày 11/24. Team check giúp em.
=> 30 min gọi lại she sau, she đang có chút việc bận. Em đã text she qua imess và follow tiệm 
=> He nói he đã retturn máy E800 về 1ST Merchant, he cung cấp tracking ",Done,2024-12-16
Chiến Phạm,10:41:49.737000,THE NAIL ZONE,SC_08668,8648842599,MR,"He nhờ delete pro5 của cuts Javier, add số phone vào black list",Done,2024-12-16
Đạt Trương,10:42:28.807000,BIG RED NAILS & SPA,07043,4026712088,Ms Xuân,She nhờ add thêm giúp cho thợ Jessica $5 ser và thợ Lily $45 và $10 tip cho ticket ngày hôm qua 12/15,Done,2024-12-16
Sanh Lưu,10:43:51.613000,MD NAIL SPA,09738,7148235903,Ms Hana Dinh,"Holiday Special! 
Get $5 Off For Spend $60
Ends 01/01/26
MD NAIL SPA 
@4520 S Hualapai Way, Las Vegas NV 
T: 702-701-9899
=> Gửi she confirm sms",Done,2024-12-16
Đạt Trương,,ARIANNY'S NAILS AND SPA,NJ_10860,2678971830,Ms,,,2024-12-16
Phương Anh,10:44:08.749000,LADY Q NAILS,05859,3072755449,Ms Kiều,"12/15 tiệm nhờ add lại ticket 2507-006-912 ($93.56, VS 9305) cho thợ Angela serv $53.56 + $40 tip",Done,2024-12-16
Hương Giang,10:47:16.744000,KING NAIL SPA,11601 ,9039448456,Mr Thịnh,"KH nhờ HD RF $67 #035 ngày 12/14 > KH báo hôm nay cust sẽ quay lại tiệm nên sẽ gọi lại nhờ HD RF sau 
-setup SMS reminder trc 120p APPT",Done,2024-12-16
Tuấn Võ,11:01:32.965000,SWAN NAIL LLC,11730,7372882991,Ms,dạ tiệm cần hỗ trợ nhận booking online bằng email Jswannailspa@gmail.com,Done,2024-12-16
Phượng Hồ,10:52:51.887000,Hi-End Nails,07254,4695378280,Mr.,"KH set nhầm disc reward point chủ 50-thợ 50 nên lương thợ đang bị sai. KH nhờ fix giúp kì lương 12/08 - 12/14 tất cả tiền disc reward chuyển owner chịu 100%. KH nói KH cần trả lương cho thợ nên nhờ kĩ sư có thể fix sớm giúp KH được không
> Báo KH kĩ sư fix done ",Done,2024-12-16
Anh Thư,10:53:36.337000,NAIL PERFECTION,07822,913-390-0918,Ms,"deactive Kim, binny, shayla",Done,2024-12-16
Liên Chi,10:54:32.818000,OBI NAILS AND SPA     ,11844    ,6788987399,  Mr Peter Truong,"Chỉnh display ser category 
Chỉnh giá ser 
HD add ser 
Turn on enable tech app cho tất các thợ 
",Done,2024-12-16
Anh Thư,10:55:06.110000,TOP TEN NAILS & SPA,09163,8164789430,Ms,"deactive Kim, nina",Done,2024-12-16
Chiến Phạm,10:57:26.443000,DIVA NAILS SPA,11390,2547275670,Mr,Active lại thợ VAN,Done,2024-12-16
Hương Giang,10:57:55.406000,KING NAIL SPA,11601 ,9039448456,Mr Thịnh,"$100 - 5000SMS
 4246-3154-****-5488 exp 01/30
> nhờ các chị chuyển thông tin refill giúp KH
> GỬI RC",Done,2024-12-16
Đạt Trương,10:58:42.542000,AMAZING NAILS AND SPA	,VA_11594,7034741817,Mr,HD he bán GC,Done,2024-12-16
Anh Thư,10:58:42.542000,PT NAIL CLUB,05276,9098383439,Mr. Phương,"Tiệm sử dụng amazon app check in khi có bật required first name thì khi bấm vào nút submist mà không điền first name sẽ bị processing không vào được system, đã có thử tắt required thì vào được, test thử trên Amazon trên office cũng bị vậy. test trên ipad thì khi có required sẽ không cho bấm submit.
-> Nhờ 2 chị request kĩ sư check lại phần này giúp tiệm ạ ",Support,2024-12-16
Sanh Lưu,11:07:26.471000,EVA NAILS & SPA ,08184,7866968942,Ms,"She bảo turn của thợ bị sai, đã nhờ log out login lại và về lại như thường",Done,2024-12-16
Tuyết Anh,11:04:49.930000,LUCKY 7 NAIL SPA,09014,4177735386,Ms Giang,"FT 417-773-5386
She báo printer không work. Hỗ trợ install lại driver. Check lại wifi, Hd she cắm lại toàn bộ dây, reboot wifi tổng. Worked. 
She nhờ delete ticket cash #503",Done,2024-12-16
Liên Chi,11:10:17.594000,OBI NAILS AND SPA     ,11844    ,6788987399,  Mr Peter Truong,"OBI NAILS AND SPA    11844    6788987399        Mr Peter Truong 

Tiệm muốn chuyển từ cycle weekly thành bi-monthly  trong cycle end
Nhờ chị @⁨Dung Nguyen⁩  @⁨LLLteck - Chị Loan⁩ hỗ trợ tiệm ạ.",Done,2024-12-16
Phượng Hồ,11:14:04.716000,CITY NAIL SPA,08551,7576633160,Ms. Amy,HD RF $87.80 bằng GC vì ngày 11/21 KH charge dư $87.80 (đã fix change) #238,Done,2024-12-16
Phương Anh,11:14:04.716000,CIAO BELLA NAIL SPA,11361,3463069362,Mr,HD tiệm chia lại tip,Done,2024-12-16
Tuấn Võ,11:16:28.873000,BOUJEE NAIL BAR,07795,2817770506,Ms,"BOUJEE NAIL BAR / Client ID: 07031 (MAC USA) / 281-777-0506/ Hello team gọi facetime tiệm này lại giúp em nha tiệm này khi tính tiền bằng cash thì cái màn hình cứ loading k complete dc. Mà khi vào in trong report vẫn in dc bt em nghĩ là do cái cashdrawer không tự open khi trả bằng cash( mà em mò k thấy option đó). Thanks team
Tiệm đang xài version 2.1.7pro -> rollback lại 2.1.2 => worked bình thường",Done,2024-12-16
Hương Giang,11:19:59.981000,SCARLETT'S SALON SPA & NAILS,11644,5126986171,Mr,"KH login E800 ko hiện tên thợ, nhờ logout in lại ",Done,2024-12-16
Phương Anh,11:22:05.079000,FOCUS NAILS,10042,7044919177,Ms. Thảo,HD tiệm adjust tip,Done,2024-12-16
Liên Chi,11:24:06.207000,LUXE NAIL SPA 09341,06186,7064594239,,"LUXE NAIL SPA 09341	06186	7064594239   Mr  

LUXE NAIL SPA: Holiday Cheer!
Enjoy 10% OFF $50+ service
Ends 01/01/26
*Show text
@ 1413 Dietz Rd, Ringgold, GA
Book now: 706-956-8527

He đổi số phone - đã confirm qua imess. Tiệm muốn send out all cust (8094) 
Nhờ chị @⁨Dung Nguyen⁩ @⁨LLLteck - Chị Loan⁩ send out giúp tiệm ạ.",Done,2024-12-16
Phượng Hồ,11:24:09.917000,EVOLUTION DAY SPA,FL_11572,6232588865,Ms,HD bán 1 lần nhiều GC ,Done,2024-12-16
Liên Chi,11:25:10.280000,NOIRE THE NAIL BAR,07260,7064594239,,"NOIRE THE NAIL BAR	07260	7064594239   Mr 

NOIRE THE NAIL BAR: GRAND REOPENING!
Back with a fresh new look
Enjoy 10% OFF $50+ & FREE Gift Bag $100+ 
Thru 01/01/26
Call 4238032783 

He đã confirm nội dung . Tiệm muốn send out all cust (7590) 
Nhờ chị @⁨Dung Nguyen⁩ @⁨LLLteck - Chị Loan⁩ send out giúp tiệm ạ.",Done,2024-12-16
Chiến Phạm,11:25:30.589000,PARIS NAIL & SPA,09158,7345028915,Ms. Vannesa,"She nhờ check lại giờ làm của thợ JULIE ngày thứ 5 01/08 không book APPT được, chekc có set off time, She OK",Done,2024-12-16
Đạt Trương,11:28:34.913000,VENUS NAILS CARMEL,07141,3176121170,Ms. Thảo,#345 hd she adjust tip rf lại tip dư,Done,2024-12-16
Hương Giang,11:28:34.913000,KAIZEN NAIL SPA,11607,4047977418,Ms,"main app trên PC ko mở đc, đã check lại giúp KH ",Done,2024-12-16
Tiến Dương,11:30:18.486000,AGENT SPOTON / TMS,,5856156679,Mr. Phát Đoàn,"MAIDEN NAILS & SPA
NY_10972
585-797-3232
can sp",Done,2024-12-16
Tiến Dương,11:31:48.726000,MAIDEN NAILS & SPA,NY_10972,5857973232,Mr,"Tiệm bị nhảy sai thợ, khi ấn vào thợ Jenny => nhảy qua Amy, thợ Kim nhảy qua thợ Kay...=> Giải thích he do set mã vùng sai và để chế đô auto rotation nên bị và máy đã work ",Done,2024-12-16
Phương Anh,11:36:44.189000,SERENITY NAILS AND SPA 96855,08883,6154242990,Mr Tân,"Tiệm báo không clockin thợ được, HD tiệm log out app rồi vào lại",Done,2024-12-16
Chiến Phạm,11:36:53.375000,4T NAIL SPA,11494,Mr Toàn,Mr Toàn,Giải thích cho HE về total revenue,Done,2024-12-16
Tiến Dương,11:37:46.870000,FLOWOOD NAILS & SPA,10247,FB  Thuong Nguyen,Ms,"chị owner cần sang tiệm, she hỏi liên hê bên nào để bàn giao => Cung cáp she số Spoton ",Done,2024-12-16
Đạt Trương,11:40:16.434000,TS SPA NAILS,06363,2549538252,Mr. Johnny,"He thắc mắc tiền trừ nhà bank, c.c số mac nhờ he gọi sang giúp",Done,2024-12-16
Phượng Hồ,11:44:48.641000,Agent Spoton,,4088895662,Mr. Long,"951-379-8081 Mr Justin 
AE nhờ HD OBI NAILS AND SPA  -  11844",Done,2024-12-16
Liên Chi,11:51:22.199000,BLANC NAIL BAR,10103,4708859393,Ms,"Add thợ MIAA comm 6/4, check 6/4 
Gửi vericode qua số phone thợ ",Done,2024-12-16
Hương Giang,11:47:08.783000,Sweet Diamond Nail Lounge,11378,2815407176,Ms Diễm,"edit serv #742 lấy $55 chuyển qua GC-323
-A920 chậm HD connect lại internet, chỉnh date & time & clear cache > nhờ khách follow",Done,2024-12-16
Phương Anh,11:48:34.398000,PRETTY NAILS & SPA,11810,2626297931,Mr,HD tiệm payment cash & GC,Done,2024-12-16
Phượng Hồ,11:48:34.398000,OBI NAILS AND SPA  -  ,11844,9513798081,Mr Justin ,"KH nhờ bật chọn serv khi book appt
fix giờ mở cửa Mon-Fri 9AM-7PM Sat 9AM-6:30PM Sun 10AM-5PM",,2024-12-16
Sanh Lưu,11:56:20.219000,UNIQ NAILS & SPA,10551,5154446108,Ms,She nhờ chuyển change lên tip #568,Done,2024-12-16
Đạt Trương,11:57:26.031000,CASTLE NAIL BAR,10192,4322279899,Ms,Gửi v code thợ John1,Done,2024-12-16
Sanh Lưu,11:57:59.879000,RICHMOND HILL NAILS & SPA #201,11226,3166703105,Ms,"Team gọi lại giúp tiệm lấy thêm $60 service cho thợ Vivian ticket #2502-013-420, ticket của ngày hôm nay tiệm chưa đóng batch, thank you
=> đã HD adjust tip rồi mình chuyển lên thành ser cho Vivian",Done,2024-12-16
Liên Chi,12:01:59.955000,ENVY NAILS SALON,10248     ,2068225678,Mr ,Gửi link bill A920 pro,Done,2024-12-16
Chiến Phạm,12:01:59.955000,5th NAILS LOUNGE,TN_05898,5164442108,Mr,HD getip lại A35,Done,2024-12-16
Hương Giang,12:01:46.425000,NATIONWIDE NAILS AND SPA,08131,9366891534,Ms,add thợ April comm 60% trả all check,Done,2024-12-16
